Date,Open,High,Low,Close,SSC,plot_dowPeak,plot_dowTrough,last_dow_profit,ATR20,LDV4,LWV4,MVF
18/05/2023,43792,44057.8,43712.7,43775.5,44057.8,nan,42630,-578.05,432.65,1,0,0.143459
17/05/2023,43880.6,43955,43465,43721.2,43465,nan,42630,-578.05,430.95,1,0,0.585872
16/05/2023,44050.1,44114.7,43842.9,43903.2,44114.7,nan,42630,-578.05,425.55,0,0,0.137234
15/05/2023,43757.2,44075,43630.1,43999.8,nan,nan,42630,-578.05,451.05,0,0,0.840345
12/05/2023,43455.3,43872,43331.1,43757.2,nan,43695,42630,-578.05,461.3,0,0,0.973784
11/05/2023,43490,43644.8,43360,43461.8,nan,43695,nan,3269.65,444.55,1,1,0.234114
10/05/2023,43190,43350,42849.1,43315,nan,43695,nan,3269.65,455,0,1,1.07549
9/05/2023,43405,43515,43127.8,43202.2,nan,43695,nan,3269.65,448.65,0,1,0.172098
8/05/2023,42790,43450,42750.1,43316,nan,43695,nan,3269.65,451,0,1,1.30645
5/05/2023,43225,43584.3,42630,42712.2,42630,43695,43117,3269.65,427.75,0,1,0.192451
4/05/2023,43212.7,43695,43212.7,43657.8,43695,nan,40866.4,1097.65,390.35,0,0,1.01952
3/05/2023,43152,43348,43117,43311.6,43117,nan,40866.4,1097.65,418.5,1,0,0.449418
2/05/2023,43360,43479,43255.7,43367.2,43479,nan,40866.4,1097.65,424.4,0,0,0.257337
28/04/2023,43039.9,43273.1,42875.1,43217.4,nan,nan,40866.4,1097.65,424.45,0,0,0.792158
27/04/2023,42820.5,43036.2,42748.1,43003.1,nan,nan,40866.4,1097.65,425.2,1,0,0.593097
